"","x"
"X.15",0.44258872651357
"X9.0608259e.001",0.489213639526792
"X.2.7924413e.001",0.495940617026212
"X.16",0.497564370215727
"X1.5289519e.001",0.510554395731849
"X.17",0.547668754349339
"X9.4446140e.001",0.529111575040594
"X.2.6215956e.001",0.536766411505451
"X.7.6161676e.002",0.534678728833217
"X.1.7826920e.002",0.542565530039434
"X.18",0.545349106935746
"X8.2929682e.001",0.516353514265832
"X.8.6462060e.001",0.5068429598701
"X.9.6779531e.001",0.47297610763164
"X.9.4972666e.001",0.433310136859197
"X.9.4611920e.001",0.396659707724426
"X.7.5971815e.001",0.367664115054512
"X.4.2497535e.001",0.36163303177917
"X.1.0000000e.000",0.350266759452563
"X.19",0.357457666434702
"X2.1922731e.001",0.378566457898399
"X.4.3025357e.001",0.414752957550452
"X.20",0.453723034098817
"X4.3104828e.001",0.467408953839016
"X.4.3183892e.001",0.49338900487126
"X.21",0.511250289955927
"X4.3277380e.001",0.516121549524472
"X.7.9546772e.001",0.529343539781953
"X.22",0.536070517281373
"X7.8131389e.001",0.534678728833217
"X.7.8039147e.001",0.534910693574577
"X.23",0.547668754349339
"X7.8527158e.001",0.533054975643702
"X.9.8441024e.001",0.546276965901183
"X.24",0.545117142194386
"X9.8717986e.001",0.539318023660404
"X.9.8941477e.001",0.548132683832057
"X.25",0.569241475295755
"X9.8768613e.001",0.560426815124101
"X.26",0.560426815124101
"X9.8058028e.001",0.56761772210624
"X.9.9635177e.001",0.559035026675945
"X.9.6011706e.001",0.552076084435166
"X.27",0.588030619345859
"X7.2046007e.002",0.567385757364881
"X.28",0.579215959174206
"X4.5754401e.002",0.534214799350499
"X.1.0604266e.001",0.531199257712828
"X.9.0668276e.001",0.474135931338437
"X.9.3801639e.001",0.450243562978427
"X.9.3593583e.001",0.419856181860357
"X.9.1608093e.001",0.394340060310833
"X.9.3672546e.001",0.374159127812572
"X.9.4905379e.001",0.373927163071213
"X.9.0322415e.001",0.372303409881698
"X.9.4981833e.001",0.391092553931802
"X.8.9140347e.001",0.42565530039434
"X.29",0.466017165390861
"X8.9847935e.001",0.507074924611459
"X.30",0.531663187195546
"X9.5018164e.001",0.558107167710508
"X.31",0.550452331245651
"X9.4615279e.001",0.531895151936906
"X.9.3067288e.001",0.50011598237068
"X.9.9504593e.001",0.462537694270471
"X.9.9749551e.001",0.429366736256089
"X.9.9701560e.001",0.401067037810253
"X.9.3641600e.001",0.382045929018789
"X.9.4687413e.001",0.37485502203665
"X.9.6877461e.001",0.377870563674321
"X.8.5174151e.002",0.395731848758989
"X.3.1026304e.001",0.421711899791232
"X.5.1028758e.001",0.454186963581536
"X.32",0.496172581767571
"X5.2148173e.001",0.524240315472048
"X.2.2588966e.001",0.550452331245651
"X.33",0.574112734864301
"X4.9172843e.001",0.574112734864301
"X.34",0.591510090466249
"X3.1275555e.001",0.588494548828578
"X.35",0.583855254001392
"X2.2979680e.001",0.583623289260032
"X.36",0.582463465553236
"X1.1395925e.001",0.587566689863141
"X.37",0.578983994432846
"X2.1987861e.001",0.589654372535375
"X.38",0.59800510322431
"X4.2297454e.001",0.5877986546045
"X.8.2633177e.002",0.587102760380422
"X.39",0.597309209000232
"X1.4042653e.001",0.573880770122941
"X.1.9623228e.001",0.574576664347019
"X.40",0.575040593829738
"X7.2357939e.002",0.555787520296915
"X.2.6486023e.001",0.553235908141962
"X.41",0.540245882625841
"X3.5852150e.002",0.553235908141962
"X.3.4973525e.001",0.531199257712828
"X.42",0.529111575040594
"X1.1997616e.001",0.524008350730689
"X.9.1792335e.002",0.518441196938065
"X.43",0.495940617026212
"X1.8962854e.001",0.485270238923684
"X.8.8308911e.001",0.468336812804454
"X.8.1616360e.001",0.442124797030851
"X.9.4088123e.001",0.42217582927395
"X.8.8861231e.001",0.407562050568314
"X.8.5780102e.001",0.395035954534911
"X.9.4581827e.001",0.392252377638599
"X.6.6341057e.001",0.395035954534911
"X.7.1343663e.001",0.412665274878219
"X.6.4867861e.001",0.434469960565994
"X.44",0.454882857805614
"X8.3710039e.001",0.483646485734168
"X.45",0.514961725817676
"X8.2525677e.001",0.515425655300394
"X.46",0.528415680816516
"X8.1097714e.001",0.506147065646022
"X.7.9649994e.001",0.496868475991649
"X.9.7961636e.001",0.460218046856878
"X.9.8290006e.001",0.44258872651357
"X.9.9403684e.001",0.422639758756669
"X.8.8655788e.001",0.410577592205985
"X.9.0610426e.001",0.409881697981907
"X.9.5804876e.001",0.412897239619578
"X.47",0.419624217118998
"X7.7403279e.001",0.436789607979587
"X.2.6770588e.001",0.444908373927163
"X.48",0.472048248666203
"X4.5224806e.001",0.488053815819995
"X.7.8451267e.002",0.506379030387381
"X.1.2578616e.002",0.527255857109719
"X.49",0.532359081419624
"X2.3598156e.001",0.53723034098817
"X.1.9904751e.001",0.534910693574577
"X.50",0.546972860125261
"X3.3917840e.002",0.533286940385062
"X.8.0780533e.002",0.553003943400603
"X.51",0.541637671073997
"X6.9987153e.003",0.552540013917884
"X.52",0.556019485038274
"X2.4488551e.001",0.551148225469729
"X.53",0.5541637671074
"X2.1651661e.001",0.555323590814196
"X.2.7968077e.001",0.556715379262352
"X.54",0.548132683832057
"X2.4973875e.001",0.540941776849919
"X.55",0.546045001159824
"X1.7719752e.002",0.524704244954767
"X.56",0.51333797262816
"X6.4846454e.001",0.515193690559035
"X.2.3693109e.001",0.478775226165623
"X.3.0173469e.001",0.466481094873579
"X.2.0489621e.001",0.458362328926003
"X.1.7448771e.001",0.445604268151241
"X.9.3389340e.002",0.419856181860357
"X.9.0122415e.001",0.411505451171422
"X.9.1086005e.001",0.404314544189283
"X.9.3925042e.001",0.398283460913941
"X.9.1036271e.001",0.397819531431222
"X.9.2735675e.001",0.398283460913941
"X.9.5355413e.001",0.405706332637439
"X.8.6791431e.001",0.414984922291812
"X.9.1349778e.001",0.431454418928323
"X.8.9757791e.001",0.456506610995129
"X.57",0.477847367200186
"X9.0493669e.001",0.496404546508931
"X.58",0.499420088146602
"X9.1730839e.001",0.495012758060775
"X.59",0.484110415216887
"X9.4761220e.001",0.466713059614939
"X.9.2960905e.001",0.447459986082116
"X.9.9468622e.001",0.436557643238228
"X.9.9579057e.001",0.412665274878219
"X.9.9781265e.001",0.405706332637439
"X.9.3654081e.001",0.398283460913941
"X.9.5887957e.001",0.407562050568314
"X.9.7034831e.001",0.413129204360937
"X.60",0.436093713755509
"X3.6619120e.002",0.45604268151241
"X.61",0.478311296682904
"X7.6459933e.002",0.501275806077476
"X.1.9712605e.001",0.516121549524472
"X.62",0.534446764091858
"X1.0651426e.001",0.540941776849919
"X.2.0811895e.002",0.552771978659244
"X.63",0.563442356761772
"X1.9325784e.001",0.564602180468569
"X.64",0.570633263743911
"X3.0447875e.001",0.566225933658084
"X.65",0.575040593829738
"X1.1572923e.001",0.558803061934586
"X.66",0.594061702621202
"X5.4149600e.002",0.557643238227789
"X.67",0.578983994432846
"X6.8951237e.002",0.569241475295755
"X.68",0.561818603572257
"X1.9704960e.001",0.559266991417305
"X.69",0.544885177453027
"X3.0992826e.001",0.553699837624681
"X.2.1265711e.001",0.544189283228949
"X.70",0.527255857109719
"X1.7317814e.001",0.515193690559035
"X.71",0.500347947112039
"X1.4584454e.001",0.495012758060775
"X.72",0.478311296682904
"X1.2400875e.001",0.459058223150081
"X.1.5534634e.001",0.450011598237068
"X.3.2343727e.001",0.441892832289492
"X.8.6692938e.001",0.431918348411042
"X.7.0519112e.001",0.431918348411042
"X.7.4402172e.001",0.440964973324055
"X.7.6079564e.001",0.429830665738808
"X.9.8164870e.001",0.437253537462306
"X.8.6692938e.001.1",0.434469960565994
"X.9.8016578e.001",0.449779633495709
"X.8.5947423e.001",0.451403386685224
"X.73",0.460218046856878
"X2.5510436e.001",0.449779633495709
"X.74",0.450939457202505
"X5.3779695e.002",0.453491069357458
"X.2.0414449e.001",0.438413361169102
"X.75",0.448387845047553
"X6.1052755e.001",0.425191370911621
"X.5.6444932e.001",0.427511018325215
"X.8.6692938e.001.2",0.432614242635119
"X.7.0519112e.001.1",0.426119229877059
"X.7.4402172e.001.1",0.428670842032011
"X.7.6079564e.001.1",0.429830665738808
"X.9.8164870e.001.1",0.434237995824635
"X.8.6692938e.001.3",0.441196938065414
"X.9.8016578e.001.1",0.446300162375319
"X.8.5947423e.001.1",0.44931570401299
"X.76",0.456506610995129
"X2.5510436e.001.1",0.442124797030851
"X.77",0.453491069357458
"X5.3779695e.002.1",0.447691950823475
"X.2.0414449e.001.1",0.435165854790072
"X.78",0.446996056599397
"X6.1052755e.001.1",0.42565530039434
"X.5.6444932e.001.1",0.433310136859197
"X.9.2976655e.001",0.434933890048713
"X.8.9599425e.001",0.417536534446764
"X.9.0041731e.001",0.434237995824635
"X.9.0300439e.001",0.427511018325215
"X.9.7501109e.001",0.430294595221526
"X.9.2976655e.001.1",0.441660867548133
"X.9.9560772e.001",0.440269079099977
"X.9.1412066e.001",0.438181396427743
"X.1.2955231e.001",0.443052655996289
"X.79",0.442356761772211
"X2.3891093e.001",0.447228021340756
"X.3.4559715e.001",0.440269079099977
"X.80",0.435165854790072
"X3.2646236e.001",0.441660867548133
"X.2.6304800e.001",0.43910925539318
"X.7.9554393e.001",0.429366736256089
"X.7.6207322e.001",0.442356761772211
"X.7.8267232e.001",0.438413361169102
"X.7.1659365e.001",0.443980514961726
"X.7.6419261e.001",0.433774066341916
"X.7.9554393e.001.1",0.45256321039202
"X.9.7415212e.001",0.449083739271631
"X.8.3958101e.001",0.436789607979587
"X.81",0.453027139874739
"X6.6756269e.001",0.438877290651821
"X.82",0.435165854790072
"X3.5621137e.002",0.444676409185804
"X.1.6189398e.001",0.437717466945024
"X.83",0.435165854790072
"X1.5325006e.001",0.428670842032011
"X.6.7596040e.003",0.434006031083275
"X.9.2519489e.001",0.430758524704245
"X.8.9434361e.001",0.428206912549292
"X.9.0014668e.001",0.422639758756669
"X.9.1673708e.001",0.42890280677337
"X.9.7636665e.001",0.427047088842496
"X.9.2519489e.001.1",0.430758524704245
"X.9.9582422e.001",0.42217582927395
"X.9.1183750e.001",0.428438877290652
"X.84",0.421711899791232
"X3.3165431e.001",0.416376710739968
"X.85",0.413593133843656
"X5.1695316e.001",0.407794015309673
"X.5.1350400e.001",0.403154720482487
"X.86",0.400371143586175
"X4.1319806e.002",0.381350034794711
"X.87",0.38529343539782
"X1.1835012e.002",0.384365576432382
"X.9.1850969e.001",0.371375550916261
"X.9.1821319e.001",0.372303409881698
"X.7.8909145e.001",0.366272326606356
"X.9.4829035e.001",0.365344467640919
"X.9.2513687e.001",0.360937137555092
"X.6.3631674e.001",0.361864996520529
"X.9.3068029e.001",0.360937137555092
"X.9.2443848e.001",0.35815356065878
"X.7.2490255e.001",0.354442124797031
"X.9.6842407e.001",0.358849454882858
"X.9.4013675e.001",0.353050336348875
"X.5.9718873e.001",0.362560890744607
"X.9.6613713e.001",0.361169102296451
"X.9.8445054e.001",0.36836000927859
"X.9.5208707e.001",0.37160751565762
"X.8.6506318e.001",0.372535374623057
"X.9.9784371e.001",0.38529343539782
"X.9.9603625e.001",0.404778473672002
"X.9.4019503e.001",0.409881697981907
"X.9.0484043e.001",0.429366736256089
"X.9.3381245e.001",0.435165854790072
"X.8.6938291e.001",0.459058223150081
"X.3.3967327e.001",0.457434469960566
"X.4.8580324e.001",0.473440037114359
"X.1.6625765e.001",0.47297610763164
"X.1.0000000e.000.1",0.467872883321735
"X.1.0000000e.000.2",0.467408953839016
"X.1.0000000e.000.3",0.452099280909302
"X.88",0.450243562978427
"X1.1116947e.002",0.433310136859197
"X.89",0.43238227789376
"X1.2125069e.001",0.416144745998608
"X.5.2294869e.001",0.420552076084435
"X.5.7199950e.001",0.40524240315472
"X.8.9461236e.001",0.403850614706565
"X.3.3826592e.001",0.394572025052192
"X.6.8679745e.001",0.397819531431222
"X.90",0.388077012294131
"X1.8955250e.001",0.383205752725586
"X.1.1359571e.001",0.376478775226166
"X.9.9850627e.001",0.368823938761308
"X.9.9794262e.001",0.374159127812572
"X.9.9559788e.001",0.366968220830434
"X.9.9503559e.001",0.3648805381582
"X.9.9597690e.001",0.357921595917421
"X.9.9148743e.001",0.356297842727905
"X.9.9213116e.001",0.355833913245187
"X.9.9977512e.001",0.348411041521689
"X.9.9820395e.001",0.348411041521689
"X.9.9474673e.001",0.347251217814892
"X.9.9430903e.001",0.343771746694502
"X.9.9469323e.001",0.340524240315472
"X.9.9802046e.001",0.340756205056831
"X.9.9372747e.001",0.339828346091394
"X.9.9620895e.001",0.335189051264208
"X.9.9797615e.001",0.336348874971004
"X.9.9892091e.001",0.335652980746926
"X.9.9640106e.001",0.337276733936442
"X.9.9755992e.001",0.333101368591974
"X.9.9506803e.001",0.335421016005567
"X.9.9735126e.001",0.331477615402459
"X.9.9823805e.001",0.332637439109255
"X.9.9607053e.001",0.333101368591974
"X.9.9792459e.001",0.3312456506611
"X.9.9635664e.001",0.329389932730225
"X.9.9763980e.001",0.33101368591974
"X.9.9622004e.001",0.328926003247506
"X.9.9622539e.001",0.329853862212944
"X.9.2470550e.001",0.328462073764788
"X.9.9409728e.001",0.328694038506147
"X.9.9532347e.001",0.324982602644398
"X.9.9896944e.001",0.328462073764788
"X.9.9790162e.001",0.324054743678961
"X.9.9492962e.001",0.323822778937601
"X.9.8926072e.001",0.325910461609835
"X.9.8008540e.001",0.325214567385757
"X.9.3793669e.001",0.325910461609835
"X.9.9667757e.001",0.323358849454883
"X.9.9702540e.001",0.322662955230805
"X.9.8642738e.001",0.321967061006727
"X.9.3920079e.001",0.321967061006727
"X.9.9843184e.001",0.324054743678961
"X.8.9963316e.001",0.323358849454883
"X.9.3748500e.001",0.320343307817212
"X.9.2355140e.001",0.323126884713524
"X.9.2442913e.001",0.322199025748086
"X.9.4321038e.001",0.321503131524008
"X.9.4789152e.001",0.321967061006727
"X.8.9661455e.001",0.322199025748086
"X.9.3830911e.001",0.323822778937601
"X.9.4257570e.001",0.326606355833913
"X.9.4863426e.001",0.328694038506147
"X.9.5832542e.001",0.332405474367896
"X.9.5881686e.001",0.336116910229645
"X.9.4388241e.001",0.339596381350035
"X.9.8730333e.001",0.345627464625377
"X.9.7846559e.001",0.348874971004407
"X.9.0527425e.001",0.360009278589654
"X.9.9503609e.001",0.369519832985386
"X.9.9749931e.001",0.374623057295291
"X.9.9703070e.001",0.386221294363257
"X.8.8707736e.001",0.392716307121318
"X.9.3581956e.001",0.409881697981907
"X.9.5365327e.001",0.405938297378798
"X.4.7066160e.001",0.424727441428903
"X.6.7217180e.001",0.421711899791232
"X.5.9627404e.001",0.433310136859197
"X.5.2000000e.001",0.421247970308513
"X.91",0.421711899791232
"X8.0000000e.002",0.408953839016469
"X.92",0.403618649965205
"X3.2000000e.001",0.389468800742287
"X.93",0.384133611691023
"X4.5100539e.001",0.375782881002088
"X.94",0.37160751565762
"X1.3716703e.001",0.362096961261888
"X.1.8029913e.001",0.36163303177917
"X.5.8008614e.001",0.356761772210624
"X.9.0807003e.001",0.352354442124797
"X.6.2552686e.001",0.353978195314312
"X.9.4275716e.001",0.356761772210624
"X.6.6191006e.001",0.355601948503827
"X.9.1153211e.001",0.347251217814892
"X.9.9901148e.001",0.352122477383438
"X.9.9763006e.001",0.35142658315936
"X.9.9598477e.001",0.350498724193923
"X.9.9470846e.001",0.344931570401299
"X.9.9557158e.001",0.345859429366736
"X.9.8787651e.001",0.342379958246347
"X.9.8644523e.001",0.34469960565994
"X.9.9820517e.001",0.339828346091394
"X.9.9804041e.001",0.338204592901879
"X.9.9449682e.001",0.338436557643238
"X.9.9204962e.001",0.335884945488286
"X.9.8633303e.001",0.336580839712364
"X.9.9689353e.001",0.337044769195082
"X.9.9076269e.001",0.332869403850615
"X.9.9940916e.001",0.332405474367896
"X.9.9864806e.001",0.332869403850615
"X.9.9874875e.001",0.333797262816052
"X.9.9640627e.001",0.333101368591974
"X.9.9717222e.001",0.329853862212944
"X.9.9453020e.001",0.330085826954303
"X.9.9791979e.001",0.332869403850615
"X.9.9996970e.001",0.331477615402459
"X.9.9864167e.001",0.33101368591974
"X.9.9740170e.001",0.330085826954303
"X.9.9541085e.001",0.329157967988866
"X.9.9818240e.001",0.329389932730225
"X.9.9846306e.001",0.329389932730225
"X.9.9599581e.001",0.326606355833913
"X.9.9363885e.001",0.325678496868476
"X.9.9783780e.001",0.325910461609835
"X.9.9712931e.001",0.327070285316632
"X.9.9874950e.001",0.32776617954071
"X.9.9670876e.001",0.32428670842032
"X.9.9510966e.001",0.326606355833913
"X.9.9848581e.001",0.325678496868476
"X.9.9909354e.001",0.324518673161679
"X.9.9592463e.001",0.325910461609835
"X.9.9795094e.001",0.324054743678961
"X.9.9601290e.001",0.324054743678961
"X.9.9846008e.001",0.322199025748086
"X.9.9626705e.001",0.32428670842032
"X.9.9770046e.001",0.322894919972164
"X.8.2355788e.001",0.323126884713524
"X.8.0791598e.001",0.323126884713524
"X.9.1791256e.001",0.322662955230805
"X.9.0326274e.001",0.322894919972164
"X.8.2267700e.001",0.322430990489446
"X.9.5616508e.001",0.325678496868476
"X.8.6512704e.001",0.325678496868476
"X.8.3180082e.001",0.325678496868476
"X.9.4105617e.001",0.325678496868476
"X.9.0479801e.001",0.328694038506147
"X.8.7925663e.001",0.328694038506147
"X.9.6778849e.001",0.33101368591974
"X.8.7859934e.001",0.33449315704013
"X.9.4832915e.001",0.342843887729065
"X.9.1968517e.001",0.341916028763628
"X.8.2847203e.001",0.349570865228485
"X.9.9294953e.001",0.353514265831594
"X.9.8266311e.001",0.365112502899559
"X.9.9799327e.001",0.369983762468105
"X.8.7889440e.001",0.38506147065646
"X.8.3815197e.001",0.38854094177685
"X.9.2913995e.001",0.406170262120158
"X.95",0.4122013453955
"X7.5814806e.004",0.414752957550452
"X.96",0.41544885177453
"X2.0014368e.001",0.420320111343076
"X.2.5338416e.001",0.416376710739968
"X.1.0000000e.000.4",0.411041521688703
"X.9.3548387e.001",0.409185803757829
"X.9.3103448e.001",0.406866156344236
"X.97",0.399675249362097
"X1.8403457e.001",0.389236836000928
"X.5.9322857e.002",0.386917188587335
"X.98",0.384829505915101
"X4.3810716e.001",0.376246810484806
"X.3.9542276e.001",0.37485502203665
"X.6.9876160e.001",0.372999304105776
"X.3.8745724e.001",0.37160751565762
"X.7.8639417e.001",0.372071445140339
"X.4.8565359e.001",0.368591974019949
"X.7.8681512e.001",0.360705172813732
"X.9.9462908e.001",0.359545349106936
"X.9.9046914e.001",0.356297842727905
"X.9.9277782e.001",0.353978195314312
"X.9.9567969e.001",0.357225701693343
"X.9.8707772e.001",0.34794711203897
"X.9.8665097e.001",0.349802829969845
"X.9.8411445e.001",0.344931570401299
"X.9.8525021e.001",0.342147993504987
"X.9.9355255e.001",0.340060310832753
"X.9.9243025e.001",0.339596381350035
"X.9.8560582e.001",0.342611922987706
"X.9.8461702e.001",0.338204592901879
"X.9.9326921e.001",0.339364416608676
"X.9.9272545e.001",0.337508698677801
"X.9.7792782e.001",0.334725121781489
"X.9.9485223e.001",0.332637439109255
"X.9.9781915e.001",0.334957086522849
"X.9.9484295e.001",0.332637439109255
"X.9.9240991e.001",0.334029227557411
"X.9.8812267e.001",0.332173509626537
"X.9.9043323e.001",0.334957086522849
"X.9.8796127e.001",0.331941544885177
"X.9.8179096e.001",0.330085826954303
"X.9.9639919e.001",0.330549756437022
"X.9.9145229e.001",0.331941544885177
"X.9.8805999e.001",0.332637439109255
"X.9.8204835e.001",0.330317791695662
"X.9.9337999e.001",0.329157967988866
"X.9.9887769e.001",0.330085826954303
"X.9.9836665e.001",0.333333333333333
"X.9.9846730e.001",0.33101368591974
"X.9.9837462e.001",0.332869403850615
"X.9.9890591e.001",0.332637439109255
"X.9.9589361e.001",0.336580839712364
"X.9.9312836e.001",0.336580839712364
"X.9.9547231e.001",0.335189051264208
"X.9.9838710e.001",0.338900487125957
"X.9.9775430e.001",0.338436557643238
"X.9.9809593e.001",0.346323358849455
"X.9.9414765e.001",0.342147993504987
"X.9.9819058e.001",0.349570865228485
"X.9.9829005e.001",0.347715147297611
"X.7.9094643e.001",0.348411041521689
"X.7.1107400e.001",0.349338900487126
"X.7.2670699e.001",0.353978195314312
"X.7.7769715e.001",0.356529807469265
"X.9.4488134e.001",0.359081419624217
"X.7.9094643e.001.1",0.359313384365576
"X.9.5398356e.001",0.359545349106936
"X.8.7354261e.001",0.359313384365576
"X.1.7459288e.001",0.370679656692183
"X.1.0000000e.000.5",0.360937137555092
"X.4.8345254e.001",0.369983762468105
"X.99",0.3648805381582
"X1.1040681e.002",0.36836000927859
"X.3.8451662e.001",0.363720714451403
"X.8.9506118e.001",0.369983762468105
"X.8.9635958e.001",0.365808397123637
"X.8.8819740e.001",0.370215727209464
"X.9.2846566e.001",0.363024820227325
"X.8.9809981e.001",0.369287868244027
"X.8.9506118e.001.1",0.356297842727905
"X.9.9347143e.001",0.370215727209464
"X.9.2147669e.001",0.3648805381582
"X.4.8461929e.001",0.367200185571793
"X.1.0000000e.000.6",0.372767339364417
"X.3.5355792e.002",0.367664115054512
"X.2.5424830e.001",0.373231268847135
"X.7.0032573e.001",0.376942704708884
"X.7.7061000e.001",0.380422175829274
"X.7.9711285e.001",0.383669682208304
"X.7.6448457e.001",0.387845047552772
"X.8.2018760e.001",0.391556483414521
"X.9.3795935e.001",0.388772906518209
"X.7.7061000e.001.1",0.39178844815588
"X.9.7095802e.001",0.395499884017629
"X.7.9838652e.001",0.394340060310833
"X.100",0.403386685223846
"X1.7943523e.001",0.403850614706565
"X.1.0000000e.000.7",0.411737415912781
"X.4.7391298e.002",0.420784040825794
"X.4.6784901e.001",0.428670842032011
"X.7.6132577e.001",0.428670842032011
"X.8.9016545e.001",0.450939457202505
"X.9.0730756e.001",0.444676409185804
"X.8.9530057e.001",0.466481094873579
"X.9.1788296e.001",0.470192530735328
"X.9.0982876e.001",0.484806309440965
"X.8.9016545e.001.1",0.488749710044073
"X.9.9410543e.001",0.502203665042913
"X.8.9802151e.001",0.509858501507771
"X.2.3481529e.001",0.520760844351659
"X.1.0000000e.000.8",0.54395731848759
"X.101",0.555323590814196
"X7.1645446e.002",0.573880770122941
"X.3.3037044e.001",0.593365808397124
"X.7.0597388e.001",0.602644398051496
"X.102",0.619577824170726
"X6.4624029e.003",0.640454650893064
"X.103",0.650661099512874
"X1.6291982e.001",0.666898631408026
"X.8.2588562e.001",0.681048480630944
"X.104",0.698445836232893
"X2.7115145e.001",0.711667826490373
"X.7.2000927e.001",0.718394803989794
"X.105",0.732776617954071
"X2.7680104e.001",0.74669450243563
"X.5.7978304e.002",0.760380422175829
